,Province/State,Country/Region,date,Lat,Long,confirmed,deaths,recoveries
6393,,Ethiopia,2/16/20,9.145,40.4897,0,0,0
6394,,Fiji,2/16/20,-17.7134,178.065,0,0,0
6395,,Finland,2/16/20,64.0,26.0,1,0,1
6396,French Guiana,France,2/16/20,3.9339,-53.1258,0,0,0
6397,French Polynesia,France,2/16/20,-17.6797,149.4068,0,0,0
6398,Guadeloupe,France,2/16/20,16.25,-61.5833,0,0,0
6399,Mayotte,France,2/16/20,-12.8275,45.1662,0,0,0
6400,New Caledonia,France,2/16/20,-20.9043,165.618,0,0,0
6401,Reunion,France,2/16/20,-21.1351,55.2471,0,0,0
6402,Saint Barthelemy,France,2/16/20,17.9,-62.8333,0,0,0
6403,St Martin,France,2/16/20,18.0708,-63.0501,0,0,0
6404,Martinique,France,2/16/20,14.6415,-61.0242,0,0,0
6405,,France,2/16/20,46.2276,2.2137,12,1,4
6406,,Gabon,2/16/20,-0.8037,11.6094,0,0,0
6407,,Gambia,2/16/20,13.4432,-15.3101,0,0,0
6408,,Georgia,2/16/20,42.3154,43.3569,0,0,0
6409,,Germany,2/16/20,51.0,9.0,16,0,1
6410,,Ghana,2/16/20,7.9465,-1.0232,0,0,0
6411,,Greece,2/16/20,39.0742,21.8243,0,0,0
6412,,Guatemala,2/16/20,15.7835,-90.2308,0,0,0
6413,,Guinea,2/16/20,9.9456,-9.6966,0,0,0
6414,,Guyana,2/16/20,5.0,-58.75,0,0,0
6415,,Haiti,2/16/20,18.9712,-72.2852,0,0,0
6416,,Holy See,2/16/20,41.9029,12.4534,0,0,0
6417,,Honduras,2/16/20,15.2,-86.2419,0,0,0
6418,,Hungary,2/16/20,47.1625,19.5033,0,0,0
6419,,Iceland,2/16/20,64.9631,-19.0208,0,0,0
6420,,India,2/16/20,21.0,78.0,3,0,3
6421,,Indonesia,2/16/20,-0.7893,113.9213,0,0,0
6422,,Iran,2/16/20,32.0,53.0,0,0,0
6423,,Iraq,2/16/20,33.0,44.0,0,0,0
6424,,Ireland,2/16/20,53.1424,-7.6921,0,0,0
6425,,Israel,2/16/20,31.0,35.0,0,0,0
6426,,Italy,2/16/20,43.0,12.0,3,0,0
6427,,Jamaica,2/16/20,18.1096,-77.2975,0,0,0
6428,,Japan,2/16/20,36.0,138.0,59,1,12
6429,,Jordan,2/16/20,31.24,36.51,0,0,0
6430,,Kazakhstan,2/16/20,48.0196,66.9237,0,0,0
6431,,Kenya,2/16/20,-0.0236,37.9062,0,0,0
6432,,"Korea, South",2/16/20,36.0,128.0,29,0,9
6433,,Kuwait,2/16/20,29.5,47.75,0,0,0
6434,,Kyrgyzstan,2/16/20,41.2044,74.7661,0,0,0
6435,,Latvia,2/16/20,56.8796,24.6032,0,0,0
6436,,Lebanon,2/16/20,33.8547,35.8623,0,0,0
6437,,Liberia,2/16/20,6.4281,-9.4295,0,0,0
6438,,Liechtenstein,2/16/20,47.14,9.55,0,0,0
6439,,Lithuania,2/16/20,55.1694,23.8813,0,0,0
6440,,Luxembourg,2/16/20,49.8153,6.1296,0,0,0
6441,,Madagascar,2/16/20,-18.7669,46.8691,0,0,0
6442,,Malaysia,2/16/20,2.5,112.5,22,0,7
6443,,Maldives,2/16/20,3.2028,73.2207,0,0,0
6444,,Malta,2/16/20,35.9375,14.3754,0,0,0
6445,,Mauritania,2/16/20,21.0079,10.9408,0,0,0
6446,,Mauritius,2/16/20,-20.2,57.5,0,0,0
6447,,Mexico,2/16/20,23.6345,-102.5528,0,0,0
6448,,Moldova,2/16/20,47.4116,28.3699,0,0,0
6449,,Monaco,2/16/20,43.7333,7.4167,0,0,0
6450,,Mongolia,2/16/20,46.8625,103.8467,0,0,0
6451,,Montenegro,2/16/20,42.5,19.3,0,0,0
6452,,Morocco,2/16/20,31.7917,-7.0926,0,0,0
6453,,Namibia,2/16/20,-22.9576,18.4904,0,0,0
6454,,Nepal,2/16/20,28.1667,84.25,1,0,1
6455,Aruba,Netherlands,2/16/20,12.5186,-70.0358,0,0,0
6456,Curacao,Netherlands,2/16/20,12.1696,-68.99,0,0,0
6457,Sint Maarten,Netherlands,2/16/20,18.0425,-63.0548,0,0,0
6458,,Netherlands,2/16/20,52.1326,5.2913,0,0,0
6459,,New Zealand,2/16/20,-40.9006,174.886,0,0,0
6460,,Nicaragua,2/16/20,12.8654,-85.2072,0,0,0
6461,,Niger,2/16/20,17.6078,8.0817,0,0,0
6462,,Nigeria,2/16/20,9.082,8.6753,0,0,0
6463,,North Macedonia,2/16/20,41.6086,21.7453,0,0,0
6464,,Norway,2/16/20,60.472,8.4689,0,0,0
6465,,Oman,2/16/20,21.0,57.0,0,0,0
6466,,Pakistan,2/16/20,30.3753,69.3451,0,0,0
6467,,Panama,2/16/20,8.538,-80.7821,0,0,0
6468,,Papua New Guinea,2/16/20,-6.315,143.9555,0,0,0
6469,,Paraguay,2/16/20,-23.4425,-58.4438,0,0,0
6470,,Peru,2/16/20,-9.19,-75.0152,0,0,0
6471,,Philippines,2/16/20,13.0,122.0,3,1,1
6472,,Poland,2/16/20,51.9194,19.1451,0,0,0
6473,,Portugal,2/16/20,39.3999,-8.2245,0,0,0
6474,,Qatar,2/16/20,25.3548,51.1839,0,0,0
6475,,Romania,2/16/20,45.9432,24.9668,0,0,0
6476,,Russia,2/16/20,60.0,90.0,2,0,2
6477,,Rwanda,2/16/20,-1.9403,29.8739,0,0,0
6478,,Saint Lucia,2/16/20,13.9094,-60.9789,0,0,0
6479,,Saint Vincent and the Grenadines,2/16/20,12.9843,-61.2872,0,0,0
6480,,San Marino,2/16/20,43.9424,12.4578,0,0,0
6481,,Saudi Arabia,2/16/20,24.0,45.0,0,0,0
6482,,Senegal,2/16/20,14.4974,-14.4524,0,0,0
6483,,Serbia,2/16/20,44.0165,21.0059,0,0,0
6484,,Seychelles,2/16/20,-4.6796,55.492,0,0,0
6485,,Singapore,2/16/20,1.2833,103.8333,75,0,18
6486,,Slovakia,2/16/20,48.669,19.699,0,0,0
6487,,Slovenia,2/16/20,46.1512,14.9955,0,0,0
6488,,Somalia,2/16/20,5.1521,46.1996,0,0,0
6489,,South Africa,2/16/20,-30.5595,22.9375,0,0,0
6490,,Spain,2/16/20,40.0,-4.0,2,0,2
6491,,Sri Lanka,2/16/20,7.0,81.0,1,0,1
6492,,Sudan,2/16/20,12.8628,30.2176,0,0,0
6493,,Suriname,2/16/20,3.9193,-56.0278,0,0,0
6494,,Sweden,2/16/20,63.0,16.0,1,0,0
6495,,Switzerland,2/16/20,46.8182,8.2275,0,0,0
6496,,Taiwan*,2/16/20,23.7,121.0,20,1,2
6497,,Tanzania,2/16/20,-6.369,34.8888,0,0,0
6498,,Thailand,2/16/20,15.0,101.0,34,0,14
6499,,Togo,2/16/20,8.6195,0.8248,0,0,0
6500,,Trinidad and Tobago,2/16/20,10.6918,-61.2225,0,0,0
6501,,Tunisia,2/16/20,34.0,9.0,0,0,0
6502,,Turkey,2/16/20,38.9637,35.2433,0,0,0
6503,,Uganda,2/16/20,1.0,32.0,0,0,0
6504,,Ukraine,2/16/20,48.3794,31.1656,0,0,0
6505,,United Arab Emirates,2/16/20,24.0,54.0,9,0,4
6506,Bermuda,United Kingdom,2/16/20,32.3078,-64.7505,0,0,0
6507,Cayman Islands,United Kingdom,2/16/20,19.3133,-81.2546,0,0,0
6508,Channel Islands,United Kingdom,2/16/20,49.3723,-2.3644,0,0,0
6509,Gibraltar,United Kingdom,2/16/20,36.1408,-5.3536,0,0,0
6510,Isle of Man,United Kingdom,2/16/20,54.2361,-4.5481,0,0,0
6511,Montserrat,United Kingdom,2/16/20,16.7425,-62.1874,0,0,0
6512,,United Kingdom,2/16/20,55.3781,-3.4360000000000004,9,0,8
6513,,Uruguay,2/16/20,-32.5228,-55.7658,0,0,0
6514,,US,2/16/20,37.0902,-95.7129,13,0,3
6515,,Uzbekistan,2/16/20,41.3775,64.5853,0,0,0
6516,,Venezuela,2/16/20,6.4238,-66.5897,0,0,0
6517,,Vietnam,2/16/20,16.0,108.0,16,0,7
6518,,Zambia,2/16/20,-15.4167,28.2833,0,0,0
6519,,Zimbabwe,2/16/20,-20.0,30.0,0,0,0
6520,,Dominica,2/16/20,15.415,-61.371,0,0,0
6521,,Grenada,2/16/20,12.1165,-61.679,0,0,0
6522,,Mozambique,2/16/20,-18.6657,35.5296,0,0,0
6523,,Syria,2/16/20,34.8021,38.9968,0,0,0
6524,,Timor-Leste,2/16/20,-8.8742,125.7275,0,0,0
6525,,Belize,2/16/20,13.1939,-59.5432,0,0,0
6526,,Laos,2/16/20,19.85627,102.495496,0,0,0
6527,,Libya,2/16/20,26.3351,17.228331,0,0,0
6528,,West Bank and Gaza,2/16/20,31.9522,35.2332,0,0,0
6529,,Guinea-Bissau,2/16/20,11.8037,-15.1804,0,0,0
6530,,Mali,2/16/20,17.570692,-3.996166000000001,0,0,0
6531,,Saint Kitts and Nevis,2/16/20,17.357822,-62.782998,0,0,0
6532,,Kosovo,2/16/20,42.602636,20.902977,0,0,0
6533,,Burma,2/16/20,21.9162,95.956,0,0,0
6534,Anguilla,United Kingdom,2/16/20,18.2206,-63.0686,0,0,0
6535,British Virgin Islands,United Kingdom,2/16/20,18.4207,-64.64,0,0,0
6536,Turks and Caicos Islands,United Kingdom,2/16/20,21.69400000000001,-71.7979,0,0,0
6537,,MS Zaandam,2/16/20,0.0,0.0,0,0,0
6538,,Botswana,2/16/20,-22.3285,24.6849,0,0,0
6539,,Burundi,2/16/20,-3.3731,29.9189,0,0,0
6540,,Sierra Leone,2/16/20,8.460555000000001,-11.779889,0,0,0
6541,"Bonaire, Sint Eustatius and Saba",Netherlands,2/16/20,12.1784,-68.2385,0,0,0
6542,,Malawi,2/16/20,-13.254307999999998,34.301525,0,0,0
6543,Falkland Islands (Malvinas),United Kingdom,2/16/20,-51.7963,-59.5236,0,0,0
6544,Saint Pierre and Miquelon,France,2/16/20,46.8852,-56.3159,0,0,0
6545,,South Sudan,2/16/20,6.877000000000002,31.307,0,0,0
6546,,Western Sahara,2/16/20,24.2155,-12.8858,0,0,0
6547,,Sao Tome and Principe,2/16/20,0.18636,6.613081,0,0,0
6548,,Yemen,2/16/20,15.552727,48.516388,0,0,0
6549,,Comoros,2/16/20,-11.6455,43.3333,0,0,0
6550,,Tajikistan,2/16/20,38.861034,71.276093,0,0,0
6551,,Lesotho,2/16/20,-29.609988,28.233608,0,0,0
6552,,Afghanistan,2/17/20,33.0,65.0,0,0,0
6553,,Albania,2/17/20,41.1533,20.1683,0,0,0
6554,,Algeria,2/17/20,28.0339,1.6596,0,0,0
6555,,Andorra,2/17/20,42.5063,1.5218,0,0,0
6556,,Angola,2/17/20,-11.2027,17.8739,0,0,0
6557,,Antigua and Barbuda,2/17/20,17.0608,-61.7964,0,0,0
6558,,Argentina,2/17/20,-38.4161,-63.6167,0,0,0
6559,,Armenia,2/17/20,40.0691,45.0382,0,0,0
6560,Australian Capital Territory,Australia,2/17/20,-35.4735,149.0124,0,0,0
6561,New South Wales,Australia,2/17/20,-33.8688,151.2093,4,0,4
6562,Northern Territory,Australia,2/17/20,-12.4634,130.8456,0,0,0
6563,Queensland,Australia,2/17/20,-28.0167,153.4,5,0,0
6564,South Australia,Australia,2/17/20,-34.9285,138.6007,2,0,2
6565,Tasmania,Australia,2/17/20,-41.4545,145.9707,0,0,0
6566,Victoria,Australia,2/17/20,-37.8136,144.9631,4,0,4
6567,Western Australia,Australia,2/17/20,-31.9505,115.8605,0,0,0
6568,,Austria,2/17/20,47.5162,14.5501,0,0,0
6569,,Azerbaijan,2/17/20,40.1431,47.5769,0,0,0
6570,,Bahamas,2/17/20,25.0343,-77.3963,0,0,0
6571,,Bahrain,2/17/20,26.0275,50.55,0,0,0
6572,,Bangladesh,2/17/20,23.685,90.3563,0,0,0
6573,,Barbados,2/17/20,13.1939,-59.5432,0,0,0
6574,,Belarus,2/17/20,53.7098,27.9534,0,0,0
6575,,Belgium,2/17/20,50.8333,4.0,1,0,1
6576,,Benin,2/17/20,9.3077,2.3158,0,0,0
6577,,Bhutan,2/17/20,27.5142,90.4336,0,0,0
6578,,Bolivia,2/17/20,-16.2902,-63.5887,0,0,0
6579,,Bosnia and Herzegovina,2/17/20,43.9159,17.6791,0,0,0
6580,,Brazil,2/17/20,-14.235,-51.9253,0,0,0
6581,,Brunei,2/17/20,4.5353,114.7277,0,0,0
6582,,Bulgaria,2/17/20,42.7339,25.4858,0,0,0
6583,,Burkina Faso,2/17/20,12.2383,-1.5616,0,0,0
6584,,Cabo Verde,2/17/20,16.5388,-23.0418,0,0,0
6585,,Cambodia,2/17/20,11.55,104.9167,1,0,1
6586,,Cameroon,2/17/20,3.848,11.5021,0,0,0
6587,,Central African Republic,2/17/20,6.6111,20.9394,0,0,0
6588,,Chad,2/17/20,15.4542,18.7322,0,0,0
6589,,Chile,2/17/20,-35.6751,-71.543,0,0,0
6590,Anhui,China,2/17/20,31.8257,117.2264,973,6,280
6591,Beijing,China,2/17/20,40.1824,116.4142,381,4,114
6592,Chongqing,China,2/17/20,30.0572,107.874,553,5,225
6593,Fujian,China,2/17/20,26.0789,117.9874,290,0,90
6594,Gansu,China,2/17/20,37.8099,101.0583,91,2,58
6595,Guangdong,China,2/17/20,23.3417,113.4244,1322,4,524
6596,Guangxi,China,2/17/20,23.8298,108.7881,238,2,53
6597,Guizhou,China,2/17/20,26.8154,106.8748,146,1,57
6598,Hainan,China,2/17/20,19.1959,109.7453,163,4,59
6599,Hebei,China,2/17/20,39.549,116.1306,301,3,122
6600,Heilongjiang,China,2/17/20,47.862,127.7615,457,11,85
6601,Henan,China,2/17/20,33.882,113.614,1246,16,509
6602,Hong Kong,China,2/17/20,22.3,114.2,60,1,2
6603,Hubei,China,2/17/20,30.9756,112.2707,59989,1789,7862
6604,Hunan,China,2/17/20,27.6104,111.7088,1006,3,498
6605,Inner Mongolia,China,2/17/20,44.0935,113.9448,72,0,8
6606,Jiangsu,China,2/17/20,32.9711,119.455,626,0,258
6607,Jiangxi,China,2/17/20,27.614,115.7221,930,1,275
6608,Jilin,China,2/17/20,43.6661,126.1923,89,1,34
6609,Liaoning,China,2/17/20,41.2956,122.6085,121,1,43
6610,Macau,China,2/17/20,22.1667,113.55,10,0,5
6611,Ningxia,China,2/17/20,37.2692,106.1655,70,0,35
6612,Qinghai,China,2/17/20,35.7452,95.9956,18,0,13
6613,Shaanxi,China,2/17/20,35.1917,108.8701,240,0,79
6614,Shandong,China,2/17/20,36.3427,118.1498,541,2,191
6615,Shanghai,China,2/17/20,31.202,121.4491,333,1,161
6616,Shanxi,China,2/17/20,37.5777,112.2922,130,0,53
6617,Sichuan,China,2/17/20,30.6171,102.7103,495,3,156
6618,Tianjin,China,2/17/20,39.3054,117.323,125,3,46
6619,Tibet,China,2/17/20,31.6927,88.0924,1,0,1
6620,Xinjiang,China,2/17/20,41.1129,85.2401,75,1,12
6621,Yunnan,China,2/17/20,24.974,101.487,171,0,47
6622,Zhejiang,China,2/17/20,29.1832,120.0934,1171,0,507
6623,,Colombia,2/17/20,4.5709,-74.2973,0,0,0
6624,,Congo (Brazzaville),2/17/20,-4.0383,21.7587,0,0,0
6625,,Congo (Kinshasa),2/17/20,-4.0383,21.7587,0,0,0
6626,,Costa Rica,2/17/20,9.7489,-83.7534,0,0,0
6627,,Cote d'Ivoire,2/17/20,7.54,-5.5471,0,0,0
6628,,Croatia,2/17/20,45.1,15.2,0,0,0
6629,,Diamond Princess,2/17/20,0.0,0.0,454,0,0
6630,,Cuba,2/17/20,22.0,-80.0,0,0,0
6631,,Cyprus,2/17/20,35.1264,33.4299,0,0,0
6632,,Czechia,2/17/20,49.8175,15.473,0,0,0
6633,Faroe Islands,Denmark,2/17/20,61.8926,-6.9118,0,0,0
6634,Greenland,Denmark,2/17/20,71.7069,-42.6043,0,0,0
6635,,Denmark,2/17/20,56.2639,9.5018,0,0,0
6636,,Djibouti,2/17/20,11.8251,42.5903,0,0,0
6637,,Dominican Republic,2/17/20,18.7357,-70.1627,0,0,0
6638,,Ecuador,2/17/20,-1.8312,-78.1834,0,0,0
6639,,Egypt,2/17/20,26.0,30.0,1,0,0
6640,,El Salvador,2/17/20,13.7942,-88.8965,0,0,0
6641,,Equatorial Guinea,2/17/20,1.5,10.0,0,0,0
6642,,Eritrea,2/17/20,15.1794,39.7823,0,0,0
6643,,Estonia,2/17/20,58.5953,25.0136,0,0,0
6644,,Eswatini,2/17/20,-26.5225,31.4659,0,0,0
6645,,Ethiopia,2/17/20,9.145,40.4897,0,0,0
6646,,Fiji,2/17/20,-17.7134,178.065,0,0,0
6647,,Finland,2/17/20,64.0,26.0,1,0,1
6648,French Guiana,France,2/17/20,3.9339,-53.1258,0,0,0
6649,French Polynesia,France,2/17/20,-17.6797,149.4068,0,0,0
6650,Guadeloupe,France,2/17/20,16.25,-61.5833,0,0,0
6651,Mayotte,France,2/17/20,-12.8275,45.1662,0,0,0
6652,New Caledonia,France,2/17/20,-20.9043,165.618,0,0,0
6653,Reunion,France,2/17/20,-21.1351,55.2471,0,0,0
6654,Saint Barthelemy,France,2/17/20,17.9,-62.8333,0,0,0
6655,St Martin,France,2/17/20,18.0708,-63.0501,0,0,0
6656,Martinique,France,2/17/20,14.6415,-61.0242,0,0,0
6657,,France,2/17/20,46.2276,2.2137,12,1,4
6658,,Gabon,2/17/20,-0.8037,11.6094,0,0,0
6659,,Gambia,2/17/20,13.4432,-15.3101,0,0,0
6660,,Georgia,2/17/20,42.3154,43.3569,0,0,0
6661,,Germany,2/17/20,51.0,9.0,16,0,1
6662,,Ghana,2/17/20,7.9465,-1.0232,0,0,0
6663,,Greece,2/17/20,39.0742,21.8243,0,0,0
6664,,Guatemala,2/17/20,15.7835,-90.2308,0,0,0
6665,,Guinea,2/17/20,9.9456,-9.6966,0,0,0
6666,,Guyana,2/17/20,5.0,-58.75,0,0,0
6667,,Haiti,2/17/20,18.9712,-72.2852,0,0,0
6668,,Holy See,2/17/20,41.9029,12.4534,0,0,0
6669,,Honduras,2/17/20,15.2,-86.2419,0,0,0
6670,,Hungary,2/17/20,47.1625,19.5033,0,0,0
6671,,Iceland,2/17/20,64.9631,-19.0208,0,0,0
6672,,India,2/17/20,21.0,78.0,3,0,3
6673,,Indonesia,2/17/20,-0.7893,113.9213,0,0,0
6674,,Iran,2/17/20,32.0,53.0,0,0,0
6675,,Iraq,2/17/20,33.0,44.0,0,0,0
6676,,Ireland,2/17/20,53.1424,-7.6921,0,0,0
6677,,Israel,2/17/20,31.0,35.0,0,0,0
6678,,Italy,2/17/20,43.0,12.0,3,0,0
6679,,Jamaica,2/17/20,18.1096,-77.2975,0,0,0
6680,,Japan,2/17/20,36.0,138.0,66,1,12
6681,,Jordan,2/17/20,31.24,36.51,0,0,0
6682,,Kazakhstan,2/17/20,48.0196,66.9237,0,0,0
6683,,Kenya,2/17/20,-0.0236,37.9062,0,0,0
6684,,"Korea, South",2/17/20,36.0,128.0,30,0,10
6685,,Kuwait,2/17/20,29.5,47.75,0,0,0
6686,,Kyrgyzstan,2/17/20,41.2044,74.7661,0,0,0
6687,,Latvia,2/17/20,56.8796,24.6032,0,0,0
6688,,Lebanon,2/17/20,33.8547,35.8623,0,0,0
6689,,Liberia,2/17/20,6.4281,-9.4295,0,0,0
6690,,Liechtenstein,2/17/20,47.14,9.55,0,0,0
6691,,Lithuania,2/17/20,55.1694,23.8813,0,0,0
6692,,Luxembourg,2/17/20,49.8153,6.1296,0,0,0
6693,,Madagascar,2/17/20,-18.7669,46.8691,0,0,0
6694,,Malaysia,2/17/20,2.5,112.5,22,0,7
6695,,Maldives,2/17/20,3.2028,73.2207,0,0,0
6696,,Malta,2/17/20,35.9375,14.3754,0,0,0
6697,,Mauritania,2/17/20,21.0079,10.9408,0,0,0
6698,,Mauritius,2/17/20,-20.2,57.5,0,0,0
6699,,Mexico,2/17/20,23.6345,-102.5528,0,0,0
6700,,Moldova,2/17/20,47.4116,28.3699,0,0,0
6701,,Monaco,2/17/20,43.7333,7.4167,0,0,0
6702,,Mongolia,2/17/20,46.8625,103.8467,0,0,0
6703,,Montenegro,2/17/20,42.5,19.3,0,0,0
6704,,Morocco,2/17/20,31.7917,-7.0926,0,0,0
6705,,Namibia,2/17/20,-22.9576,18.4904,0,0,0
6706,,Nepal,2/17/20,28.1667,84.25,1,0,1
6707,Aruba,Netherlands,2/17/20,12.5186,-70.0358,0,0,0
6708,Curacao,Netherlands,2/17/20,12.1696,-68.99,0,0,0
6709,Sint Maarten,Netherlands,2/17/20,18.0425,-63.0548,0,0,0
6710,,Netherlands,2/17/20,52.1326,5.2913,0,0,0
6711,,New Zealand,2/17/20,-40.9006,174.886,0,0,0
6712,,Nicaragua,2/17/20,12.8654,-85.2072,0,0,0
6713,,Niger,2/17/20,17.6078,8.0817,0,0,0
6714,,Nigeria,2/17/20,9.082,8.6753,0,0,0
6715,,North Macedonia,2/17/20,41.6086,21.7453,0,0,0
6716,,Norway,2/17/20,60.472,8.4689,0,0,0
6717,,Oman,2/17/20,21.0,57.0,0,0,0
6718,,Pakistan,2/17/20,30.3753,69.3451,0,0,0
6719,,Panama,2/17/20,8.538,-80.7821,0,0,0
6720,,Papua New Guinea,2/17/20,-6.315,143.9555,0,0,0
6721,,Paraguay,2/17/20,-23.4425,-58.4438,0,0,0
6722,,Peru,2/17/20,-9.19,-75.0152,0,0,0
6723,,Philippines,2/17/20,13.0,122.0,3,1,1
6724,,Poland,2/17/20,51.9194,19.1451,0,0,0
6725,,Portugal,2/17/20,39.3999,-8.2245,0,0,0
6726,,Qatar,2/17/20,25.3548,51.1839,0,0,0
6727,,Romania,2/17/20,45.9432,24.9668,0,0,0
6728,,Russia,2/17/20,60.0,90.0,2,0,2
6729,,Rwanda,2/17/20,-1.9403,29.8739,0,0,0
6730,,Saint Lucia,2/17/20,13.9094,-60.9789,0,0,0
6731,,Saint Vincent and the Grenadines,2/17/20,12.9843,-61.2872,0,0,0
6732,,San Marino,2/17/20,43.9424,12.4578,0,0,0
6733,,Saudi Arabia,2/17/20,24.0,45.0,0,0,0
6734,,Senegal,2/17/20,14.4974,-14.4524,0,0,0
6735,,Serbia,2/17/20,44.0165,21.0059,0,0,0
6736,,Seychelles,2/17/20,-4.6796,55.492,0,0,0
6737,,Singapore,2/17/20,1.2833,103.8333,77,0,24
6738,,Slovakia,2/17/20,48.669,19.699,0,0,0
6739,,Slovenia,2/17/20,46.1512,14.9955,0,0,0
6740,,Somalia,2/17/20,5.1521,46.1996,0,0,0
6741,,South Africa,2/17/20,-30.5595,22.9375,0,0,0
6742,,Spain,2/17/20,40.0,-4.0,2,0,2
6743,,Sri Lanka,2/17/20,7.0,81.0,1,0,1
6744,,Sudan,2/17/20,12.8628,30.2176,0,0,0
6745,,Suriname,2/17/20,3.9193,-56.0278,0,0,0
6746,,Sweden,2/17/20,63.0,16.0,1,0,0
6747,,Switzerland,2/17/20,46.8182,8.2275,0,0,0
6748,,Taiwan*,2/17/20,23.7,121.0,22,1,2
6749,,Tanzania,2/17/20,-6.369,34.8888,0,0,0
6750,,Thailand,2/17/20,15.0,101.0,35,0,15
6751,,Togo,2/17/20,8.6195,0.8248,0,0,0
6752,,Trinidad and Tobago,2/17/20,10.6918,-61.2225,0,0,0
6753,,Tunisia,2/17/20,34.0,9.0,0,0,0
6754,,Turkey,2/17/20,38.9637,35.2433,0,0,0
6755,,Uganda,2/17/20,1.0,32.0,0,0,0
6756,,Ukraine,2/17/20,48.3794,31.1656,0,0,0
6757,,United Arab Emirates,2/17/20,24.0,54.0,9,0,4
6758,Bermuda,United Kingdom,2/17/20,32.3078,-64.7505,0,0,0
6759,Cayman Islands,United Kingdom,2/17/20,19.3133,-81.2546,0,0,0
6760,Channel Islands,United Kingdom,2/17/20,49.3723,-2.3644,0,0,0
6761,Gibraltar,United Kingdom,2/17/20,36.1408,-5.3536,0,0,0
6762,Isle of Man,United Kingdom,2/17/20,54.2361,-4.5481,0,0,0
6763,Montserrat,United Kingdom,2/17/20,16.7425,-62.1874,0,0,0
6764,,United Kingdom,2/17/20,55.3781,-3.4360000000000004,9,0,8
6765,,Uruguay,2/17/20,-32.5228,-55.7658,0,0,0
6766,,US,2/17/20,37.0902,-95.7129,13,0,3
6767,,Uzbekistan,2/17/20,41.3775,64.5853,0,0,0
6768,,Venezuela,2/17/20,6.4238,-66.5897,0,0,0
6769,,Vietnam,2/17/20,16.0,108.0,16,0,7
6770,,Zambia,2/17/20,-15.4167,28.2833,0,0,0
6771,,Zimbabwe,2/17/20,-20.0,30.0,0,0,0
6772,,Dominica,2/17/20,15.415,-61.371,0,0,0
6773,,Grenada,2/17/20,12.1165,-61.679,0,0,0
6774,,Mozambique,2/17/20,-18.6657,35.5296,0,0,0
6775,,Syria,2/17/20,34.8021,38.9968,0,0,0
6776,,Timor-Leste,2/17/20,-8.8742,125.7275,0,0,0
6777,,Belize,2/17/20,13.1939,-59.5432,0,0,0
6778,,Laos,2/17/20,19.85627,102.495496,0,0,0
6779,,Libya,2/17/20,26.3351,17.228331,0,0,0
6780,,West Bank and Gaza,2/17/20,31.9522,35.2332,0,0,0
6781,,Guinea-Bissau,2/17/20,11.8037,-15.1804,0,0,0
6782,,Mali,2/17/20,17.570692,-3.996166000000001,0,0,0
6783,,Saint Kitts and Nevis,2/17/20,17.357822,-62.782998,0,0,0
6784,,Kosovo,2/17/20,42.602636,20.902977,0,0,0
6785,,Burma,2/17/20,21.9162,95.956,0,0,0
6786,Anguilla,United Kingdom,2/17/20,18.2206,-63.0686,0,0,0
6787,British Virgin Islands,United Kingdom,2/17/20,18.4207,-64.64,0,0,0
6788,Turks and Caicos Islands,United Kingdom,2/17/20,21.69400000000001,-71.7979,0,0,0
6789,,MS Zaandam,2/17/20,0.0,0.0,0,0,0
6790,,Botswana,2/17/20,-22.3285,24.6849,0,0,0
6791,,Burundi,2/17/20,-3.3731,29.9189,0,0,0
6792,,Sierra Leone,2/17/20,8.460555000000001,-11.779889,0,0,0
6793,"Bonaire, Sint Eustatius and Saba",Netherlands,2/17/20,12.1784,-68.2385,0,0,0
6794,,Malawi,2/17/20,-13.254307999999998,34.301525,0,0,0
6795,Falkland Islands (Malvinas),United Kingdom,2/17/20,-51.7963,-59.5236,0,0,0
6796,Saint Pierre and Miquelon,France,2/17/20,46.8852,-56.3159,0,0,0
6797,,South Sudan,2/17/20,6.877000000000002,31.307,0,0,0
6798,,Western Sahara,2/17/20,24.2155,-12.8858,0,0,0
6799,,Sao Tome and Principe,2/17/20,0.18636,6.613081,0,0,0
6800,,Yemen,2/17/20,15.552727,48.516388,0,0,0
6801,,Comoros,2/17/20,-11.6455,43.3333,0,0,0
6802,,Tajikistan,2/17/20,38.861034,71.276093,0,0,0
6803,,Lesotho,2/17/20,-29.609988,28.233608,0,0,0
6804,,Afghanistan,2/18/20,33.0,65.0,0,0,0
6805,,Albania,2/18/20,41.1533,20.1683,0,0,0
6806,,Algeria,2/18/20,28.0339,1.6596,0,0,0
6807,,Andorra,2/18/20,42.5063,1.5218,0,0,0
6808,,Angola,2/18/20,-11.2027,17.8739,0,0,0
6809,,Antigua and Barbuda,2/18/20,17.0608,-61.7964,0,0,0
6810,,Argentina,2/18/20,-38.4161,-63.6167,0,0,0
6811,,Armenia,2/18/20,40.0691,45.0382,0,0,0
6812,Australian Capital Territory,Australia,2/18/20,-35.4735,149.0124,0,0,0
6813,New South Wales,Australia,2/18/20,-33.8688,151.2093,4,0,4
6814,Northern Territory,Australia,2/18/20,-12.4634,130.8456,0,0,0
6815,Queensland,Australia,2/18/20,-28.0167,153.4,5,0,0
6816,South Australia,Australia,2/18/20,-34.9285,138.6007,2,0,2
6817,Tasmania,Australia,2/18/20,-41.4545,145.9707,0,0,0
